batch_id,batch_seq,entry_id,headword,headword_norm,meaning_ja_short,pos_current,pos_label_ja,pos_secondary,pos_candidates,pos_confidence,pos_score_margin,is_multi_pos,pos_evidence,stage,stage_label,grade_bucket_default_label,grade_bucket_standard_label,source_count,source_books,review_priority,review_score,review_reason,jp_hint_pos,jp_hint_pos_label_ja,suggested_pos_auto,suggested_pos_auto_label_ja,suggested_reason,decision_pos,decision_pos_label_ja,decision_reason,reviewer,status,prefill_rule,is_prefilled,global_rank
BATCH_07,7,WB000730,news,news,ニュース、報道,noun,名詞,,noun:3,45,163.61,False,fallback_noun,1,JHS_Foundation,中1基礎,中1基礎(標準),3,英単語Stock3000 | 英検 4級 でる順パス単 5訂版 | 速読英単語 中学版 改訂版,MEDIUM,7,low_confidence(<60) | weak_evidence:fallback_noun,,,,,,noun,名詞,prefill_keep_current_noun_margin1_sources1,auto_prefill,done,keep_current_noun_margin1_sources1,True,1555
BATCH_07,7,WB000721,notebook,notebook,ノート,noun,名詞,,noun:3,45,167.44,False,fallback_noun,1,JHS_Foundation,中1基礎,中1基礎(標準),3,英検 4級 でる順パス単 5訂版 | 英検 5級 でる順パス単 5訂版 | 速読英単語 中学版 改訂版,MEDIUM,7,low_confidence(<60) | weak_evidence:fallback_noun,,,,,,noun,名詞,prefill_keep_current_noun_margin1_sources1,auto_prefill,done,keep_current_noun_margin1_sources1,True,1556
BATCH_07,7,WB000814,p.m.,p m,午後,noun,名詞,,noun:3,45,167.44,False,fallback_noun,1,JHS_Foundation,中1基礎,中1基礎(標準),3,英検 3級 でる順パス単 5訂版 | 英検 4級 でる順パス単 5訂版 | 速読英単語 中学版 改訂版,MEDIUM,7,low_confidence(<60) | weak_evidence:fallback_noun,,,,,,noun,名詞,prefill_keep_current_noun_margin1_sources1,auto_prefill,done,keep_current_noun_margin1_sources1,True,1557
BATCH_07,7,WB000834,paragraph,paragraph,段落,noun,名詞,,noun:3,45,154.05,False,fallback_noun,1,JHS_Foundation,中1基礎,中1基礎(標準),3,システム英単語 BASIC 5訂版 | 速読英単語 中学版 改訂版 | 速読英単語 必修編,MEDIUM,7,low_confidence(<60) | weak_evidence:fallback_noun,,,,,,noun,名詞,prefill_keep_current_noun_margin1_sources1,auto_prefill,done,keep_current_noun_margin1_sources1,True,1558
BATCH_07,7,WB000817,peace,peace,平和,noun,名詞,,noun:3,45,167.44,False,fallback_noun,1,JHS_Foundation,中1基礎,中1基礎(標準),3,ユメタン黄 | 英単語ターゲット1200 改訂版 | 英検 3級 でる順パス単 5訂版,MEDIUM,7,low_confidence(<60) | weak_evidence:fallback_noun,,,,,,noun,名詞,prefill_keep_current_noun_margin1_sources1,auto_prefill,done,keep_current_noun_margin1_sources1,True,1559
BATCH_07,7,WB000761,pet,pet,ペット,noun,名詞,,noun:3,45,167.44,False,fallback_noun,1,JHS_Foundation,中1基礎,中1基礎(標準),3,英検 4級 でる順パス単 5訂版 | 英検 5級 でる順パス単 5訂版 | 速読英単語 中学版 改訂版,MEDIUM,7,low_confidence(<60) | weak_evidence:fallback_noun,,,,,,noun,名詞,prefill_keep_current_noun_margin1_sources1,auto_prefill,done,keep_current_noun_margin1_sources1,True,1560
BATCH_07,7,WB001572,platform,platform,プラットフォーム,noun,名詞,,noun:3,45,154.05,False,fallback_noun,1,JHS_Foundation,中2標準,中2標準(標準),3,英単語ターゲット1900 6訂版 | 英検 3級 でる順パス単 5訂版 | 英検 準2級 でる順パス単 5訂版,MEDIUM,7,low_confidence(<60) | weak_evidence:fallback_noun,,,,,,noun,名詞,prefill_keep_current_noun_margin1_sources1,auto_prefill,done,keep_current_noun_margin1_sources1,True,1561
BATCH_07,7,WB000811,plus,plus,加えて；好ましい；プラスの,noun,名詞,,noun:3,45,157.88,False,fallback_noun,1,JHS_Foundation,中1基礎,中1基礎(標準),3,英単語ターゲット1200 改訂版 | 英検 2級 でる順パス単 5訂版 | 速読英単語 中学版 改訂版,MEDIUM,7,low_confidence(<60) | weak_evidence:fallback_noun,,,,,,noun,名詞,prefill_keep_current_noun_margin1_sources1,auto_prefill,done,keep_current_noun_margin1_sources1,True,1562
BATCH_07,7,WB000818,pond,pond,池,noun,名詞,,noun:3,45,157.88,False,fallback_noun,1,JHS_Foundation,中1基礎,中1基礎(標準),3,英検 3級 でる順パス単 5訂版 | 速読英単語 中学版 改訂版 | 速読英単語 必修編,MEDIUM,7,low_confidence(<60) | weak_evidence:fallback_noun,,,,,,noun,名詞,prefill_keep_current_noun_margin1_sources1,auto_prefill,done,keep_current_noun_margin1_sources1,True,1563
BATCH_07,7,WB000798,pumpkin,pumpkin,かぼちゃ,noun,名詞,,noun:3,45,167.44,False,fallback_noun,1,JHS_Foundation,中1基礎,中1基礎(標準),3,英検 3級 でる順パス単 5訂版 | 英検 4級 でる順パス単 5訂版 | 英検 5級 でる順パス単 5訂版,MEDIUM,7,low_confidence(<60) | weak_evidence:fallback_noun,,,,,,noun,名詞,prefill_keep_current_noun_margin1_sources1,auto_prefill,done,keep_current_noun_margin1_sources1,True,1564
