batch_id,batch_seq,entry_id,headword,headword_norm,meaning_ja_short,pos_current,pos_label_ja,pos_secondary,pos_candidates,pos_confidence,pos_score_margin,is_multi_pos,pos_evidence,stage,stage_label,grade_bucket_default_label,grade_bucket_standard_label,source_count,source_books,review_priority,review_score,review_reason,jp_hint_pos,jp_hint_pos_label_ja,suggested_pos_auto,suggested_pos_auto_label_ja,suggested_reason,decision_pos,decision_pos_label_ja,decision_reason,reviewer,status,prefill_rule,is_prefilled,global_rank
BATCH_09,9,WB003968,fireworks,fireworks,花火,noun,名詞,,noun:1,45,51.99,False,fallback_noun,2,HS_Basic,中3発展,中3発展(標準),1,英単語Stock3000,MEDIUM,7,low_confidence(<60) | weak_evidence:fallback_noun,,,,,,noun,名詞,prefill_keep_current_noun_margin1_sources1,auto_prefill,done,keep_current_noun_margin1_sources1,True,2073
BATCH_09,9,WB003985,goddess,goddess,女神,noun,名詞,,noun:1,45,51.99,False,fallback_noun,2,HS_Basic,中3発展,中3発展(標準),1,英単語Stock3000,MEDIUM,7,low_confidence(<60) | weak_evidence:fallback_noun,,,,,,noun,名詞,prefill_keep_current_noun_margin1_sources1,auto_prefill,done,keep_current_noun_margin1_sources1,True,2074
BATCH_09,9,WB003975,GPS,gps,全地球測位システム、GPS,noun,名詞,,noun:1,45,51.99,False,fallback_noun,2,HS_Basic,中3発展,中3発展(標準),1,英単語Stock3000,MEDIUM,7,low_confidence(<60) | weak_evidence:fallback_noun,,,,,,noun,名詞,prefill_keep_current_noun_margin1_sources1,auto_prefill,done,keep_current_noun_margin1_sources1,True,2075
BATCH_09,9,WB003987,homemade,homemade,自家製の、手作りの、家庭の,noun,名詞,,noun:1,45,51.99,False,fallback_noun,2,HS_Basic,中3発展,中3発展(標準),1,英検 準2級 プラス 重要度順パス単,MEDIUM,7,low_confidence(<60) | weak_evidence:fallback_noun,,,,,,noun,名詞,prefill_keep_current_noun_margin1_sources1,auto_prefill,done,keep_current_noun_margin1_sources1,True,2076
BATCH_09,9,WB004032,Instagram,instagram,インスタグラム,noun,名詞,,noun:1,45,51.99,False,fallback_noun,2,HS_Basic,中3発展,中3発展(標準),1,英単語Stock3000,MEDIUM,7,low_confidence(<60) | weak_evidence:fallback_noun,,,,,,noun,名詞,prefill_keep_current_noun_margin1_sources1,auto_prefill,done,keep_current_noun_margin1_sources1,True,2077
BATCH_09,9,WB004013,irritated,irritated,いらいらした,noun,名詞,,noun:1,45,51.99,False,fallback_noun,2,HS_Basic,中3発展,中3発展(標準),1,ユメタン赤,MEDIUM,7,low_confidence(<60) | weak_evidence:fallback_noun,,,,,,noun,名詞,prefill_keep_current_noun_margin1_sources1,auto_prefill,done,keep_current_noun_margin1_sources1,True,2078
BATCH_09,9,WB004059,kangaroo,kangaroo,カンガルー,noun,名詞,,noun:1,45,51.99,False,fallback_noun,2,HS_Basic,中3発展,中3発展(標準),1,英単語Stock3000,MEDIUM,7,low_confidence(<60) | weak_evidence:fallback_noun,,,,,,noun,名詞,prefill_keep_current_noun_margin1_sources1,auto_prefill,done,keep_current_noun_margin1_sources1,True,2079
BATCH_09,9,WB004058,ketchup,ketchup,ケチャップ,noun,名詞,,noun:1,45,51.99,False,fallback_noun,2,HS_Basic,中3発展,中3発展(標準),1,英検 準2級 でる順パス単 5訂版,MEDIUM,7,low_confidence(<60) | weak_evidence:fallback_noun,,,,,,noun,名詞,prefill_keep_current_noun_margin1_sources1,auto_prefill,done,keep_current_noun_margin1_sources1,True,2080
BATCH_09,9,WB004060,kite,kite,凧,noun,名詞,,noun:1,45,51.99,False,fallback_noun,2,HS_Basic,中3発展,中3発展(標準),1,英単語Stock3000,MEDIUM,7,low_confidence(<60) | weak_evidence:fallback_noun,,,,,,noun,名詞,prefill_keep_current_noun_margin1_sources1,auto_prefill,done,keep_current_noun_margin1_sources1,True,2081
BATCH_09,9,WB004083,lantern,lantern,ちょうちん,noun,名詞,,noun:1,45,51.99,False,fallback_noun,2,HS_Basic,中3発展,中3発展(標準),1,英単語Stock3000,MEDIUM,7,low_confidence(<60) | weak_evidence:fallback_noun,,,,,,noun,名詞,prefill_keep_current_noun_margin1_sources1,auto_prefill,done,keep_current_noun_margin1_sources1,True,2082
BATCH_09,9,WB004073,layout,layout,配置、レイアウト,noun,名詞,,noun:1,45,51.99,False,fallback_noun,2,HS_Basic,中3発展,中3発展(標準),1,英単語Stock3000,MEDIUM,7,low_confidence(<60) | weak_evidence:fallback_noun,,,,,,noun,名詞,prefill_keep_current_noun_margin1_sources1,auto_prefill,done,keep_current_noun_margin1_sources1,True,2083
BATCH_09,9,WB004068,lime,lime,ライム、ライムの実,noun,名詞,,noun:1,45,51.99,False,fallback_noun,2,HS_Basic,中3発展,中3発展(標準),1,英検 準2級 でる順パス単 5訂版,MEDIUM,7,low_confidence(<60) | weak_evidence:fallback_noun,,,,,,noun,名詞,prefill_keep_current_noun_margin1_sources1,auto_prefill,done,keep_current_noun_margin1_sources1,True,2084
