batch_id,batch_seq,entry_id,headword,headword_norm,meaning_ja_short,pos_current,pos_label_ja,pos_secondary,pos_candidates,pos_confidence,pos_score_margin,is_multi_pos,pos_evidence,stage,stage_label,grade_bucket_default_label,grade_bucket_standard_label,source_count,source_books,review_priority,review_score,review_reason,jp_hint_pos,jp_hint_pos_label_ja,suggested_pos_auto,suggested_pos_auto_label_ja,suggested_reason,decision_pos,decision_pos_label_ja,decision_reason,reviewer,status,prefill_rule,is_prefilled,global_rank
BATCH_01,1,WB002626,sign,sign,看板、掲示,noun,名詞,verb,noun:9 | verb:4,45,10.61,True,fallback_noun,1,JHS_Foundation,中3発展,中3発展(標準),13,DUO3.0 | TOEFLテスト英単語3800 | システム英単語 5訂版 | システム英単語 BASIC 5訂版 | ユメタン黄 | 必携英単語LEAP 初版 | 英単語Stock3000 | 英単語Stock4500 | 英単語ターゲット1200 改訂版 | 英検 3級 でる順パス単 5訂版 | 英検 準2級 でる順パス単 5訂版 | 速読英単語 中学版 改訂版 | 速読英単語 入門編 改訂第3版,HIGH,15,low_confidence(<60) | multi_pos | very_close_margin | weak_evidence:fallback_noun | many_sources_with_conflict,,,,,,noun,名詞,prefill_keep_current_noun_margin1_sources1,auto_prefill,done,keep_current_noun_margin1_sources1,True,1
BATCH_01,1,WB000425,dead,dead,死んでいる,noun,名詞,verb,noun:5 | verb:2,45,4.14,True,fallback_noun,1,JHS_Foundation,中1基礎,中1基礎(標準),7,コーパス4500 4th Edition | システム英単語 BASIC 5訂版 | ユメタン黄 | 英単語ターゲット1200 改訂版 | 英検 準2級 でる順パス単 5訂版 | 英検 準2級 プラス 重要度順パス単 | 速読英単語 中学版 改訂版,HIGH,15,low_confidence(<60) | multi_pos | very_close_margin | weak_evidence:fallback_noun | many_sources_with_conflict,,,,,,noun,名詞,prefill_keep_current_noun_margin1_sources1,auto_prefill,done,keep_current_noun_margin1_sources1,True,2
BATCH_01,1,WB002513,nap,nap,昼寝,noun,名詞,verb,noun:4 | verb:2,45,1.71,True,fallback_noun,1,JHS_Foundation,中3発展,中3発展(標準),6,システム英単語 5訂版 | ユメタン赤 | 必携英単語LEAP 初版 | 速読英単語 上級編 | 速読英単語 中学版 改訂版 | 速読英単語 入門編 改訂第3版,HIGH,15,low_confidence(<60) | multi_pos | very_close_margin | weak_evidence:fallback_noun | many_sources_with_conflict,,,,,,noun,名詞,prefill_keep_current_noun_margin1_sources1,auto_prefill,done,keep_current_noun_margin1_sources1,True,3
BATCH_01,1,WB000210,along,along,〜に沿って,noun,名詞,adverb,noun:3 | adverb:1,45,5.21,True,fallback_noun,1,JHS_Foundation,中1基礎,中1基礎(標準),4,英単語Stock3000 | 英単語ターゲット1200 改訂版 | 英検 3級 でる順パス単 5訂版 | 速読英単語 中学版 改訂版,HIGH,14,low_confidence(<60) | multi_pos | very_close_margin | weak_evidence:fallback_noun,,,,,,noun,名詞,prefill_keep_current_noun_margin1_sources1,auto_prefill,done,keep_current_noun_margin1_sources1,True,4
BATCH_01,1,WB002510,noisy,noisy,騒々しい,noun,名詞,adjective,noun:3 | adjective:1,45,1.39,True,fallback_noun,1,JHS_Foundation,中3発展,中3発展(標準),4,英検 3級 でる順パス単 5訂版 | 英検 準2級 でる順パス単 5訂版 | 速読英単語 中学版 改訂版 | 速読英単語 入門編 改訂第3版,HIGH,14,low_confidence(<60) | multi_pos | very_close_margin | weak_evidence:fallback_noun,,,,,,noun,名詞,prefill_keep_current_noun_margin1_sources1,auto_prefill,done,keep_current_noun_margin1_sources1,True,5
BATCH_01,1,WB000746,o'clock,o'clock,〜時,noun,名詞,adverb,noun:3 | adverb:1,45,9.04,True,fallback_noun,1,JHS_Foundation,中1基礎,中1基礎(標準),4,ユメタン黄 | 英検 4級 でる順パス単 5訂版 | 英検 5級 でる順パス単 5訂版 | 速読英単語 中学版 改訂版,HIGH,14,low_confidence(<60) | multi_pos | very_close_margin | weak_evidence:fallback_noun,,,,,,noun,名詞,prefill_keep_current_noun_margin1_sources1,auto_prefill,done,keep_current_noun_margin1_sources1,True,6
BATCH_01,1,WB000747,out,out,外側の,noun,名詞,adverb,noun:3 | adverb:1,45,9.04,True,fallback_noun,1,JHS_Foundation,中1基礎,中1基礎(標準),4,ユメタン黄 | 英検 4級 でる順パス単 5訂版 | 英検 5級 でる順パス単 5訂版 | 速読英単語 中学版 改訂版,HIGH,14,low_confidence(<60) | multi_pos | very_close_margin | weak_evidence:fallback_noun,,,,,,noun,名詞,prefill_keep_current_noun_margin1_sources1,auto_prefill,done,keep_current_noun_margin1_sources1,True,7
BATCH_01,1,WB000571,house,house,家,noun,名詞,verb,noun:2 | verb:1,45,4.51,True,fallback_noun,1,JHS_Foundation,中1基礎,中1基礎(標準),3,英単語Stock4500 | 英検 5級 でる順パス単 5訂版 | 速読英単語 中学版 改訂版,HIGH,14,low_confidence(<60) | multi_pos | very_close_margin | weak_evidence:fallback_noun,,,,,,noun,名詞,prefill_keep_current_noun_margin1_sources1,auto_prefill,done,keep_current_noun_margin1_sources1,True,8
BATCH_01,1,WB000862,rocket,rocket,ロケット,noun,名詞,verb,noun:2 | verb:1,45,4.51,True,fallback_noun,1,JHS_Foundation,中1基礎,中1基礎(標準),3,英単語Stock4500 | 英検 3級 でる順パス単 5訂版 | 速読英単語 中学版 改訂版,HIGH,14,low_confidence(<60) | multi_pos | very_close_margin | weak_evidence:fallback_noun,,,,,,noun,名詞,prefill_keep_current_noun_margin1_sources1,auto_prefill,done,keep_current_noun_margin1_sources1,True,9
BATCH_01,1,WB003738,afterwards,afterwards,その後、あとで,noun,名詞,adverb,noun:2 | adverb:1,45,5.37,True,fallback_noun,2,HS_Basic,中3発展,中3発展(標準),3,TOEIC Gold Phrases 金のフレーズ | 英検 2級 でる順パス単 5訂版 | 英検 準2級 プラス 重要度順パス単,HIGH,14,low_confidence(<60) | multi_pos | very_close_margin | weak_evidence:fallback_noun,,,,,,noun,名詞,prefill_keep_current_noun_margin1_sources1,auto_prefill,done,keep_current_noun_margin1_sources1,True,10
