batch_id,batch_seq,entry_id,headword,headword_norm,meaning_ja_short,pos_current,pos_label_ja,pos_secondary,pos_candidates,pos_confidence,pos_score_margin,is_multi_pos,pos_evidence,stage,stage_label,grade_bucket_default_label,grade_bucket_standard_label,source_count,source_books,review_priority,review_score,review_reason,jp_hint_pos,jp_hint_pos_label_ja,suggested_pos_auto,suggested_pos_auto_label_ja,suggested_reason,decision_pos,decision_pos_label_ja,decision_reason,reviewer,status,prefill_rule,is_prefilled,global_rank
BATCH_08,8,WB000599,icecream,icecream,アイスクリーム,noun,名詞,,noun:1,45,55.81,False,fallback_noun,1,JHS_Foundation,中1基礎,中1基礎(標準),1,英検 5級 でる順パス単 5訂版,MEDIUM,7,low_confidence(<60) | weak_evidence:fallback_noun,,,,,,noun,名詞,prefill_keep_current_noun_margin1_sources1,auto_prefill,done,keep_current_noun_margin1_sources1,True,1814
BATCH_08,8,WB000609,its,its,それの,noun,名詞,,noun:1,45,55.81,False,fallback_noun,1,JHS_Foundation,中1基礎,中1基礎(標準),1,英検 5級 でる順パス単 5訂版,MEDIUM,7,low_confidence(<60) | weak_evidence:fallback_noun,,,,,,noun,名詞,prefill_keep_current_noun_margin1_sources1,auto_prefill,done,keep_current_noun_margin1_sources1,True,1815
BATCH_08,8,WB000626,jacket,jacket,ジャケット,noun,名詞,,noun:1,45,55.81,False,fallback_noun,1,JHS_Foundation,中1基礎,中1基礎(標準),1,英検 5級 でる順パス単 5訂版,MEDIUM,7,low_confidence(<60) | weak_evidence:fallback_noun,,,,,,noun,名詞,prefill_keep_current_noun_margin1_sources1,auto_prefill,done,keep_current_noun_margin1_sources1,True,1816
BATCH_08,8,WB001567,jeans,jeans,ジーンズ,noun,名詞,,noun:1,45,55.81,False,fallback_noun,1,JHS_Foundation,中2標準,中2標準(標準),1,英検 3級 でる順パス単 5訂版,MEDIUM,7,low_confidence(<60) | weak_evidence:fallback_noun,,,,,,noun,名詞,prefill_keep_current_noun_margin1_sources1,auto_prefill,done,keep_current_noun_margin1_sources1,True,1817
BATCH_08,8,WB000634,jet,jet,噴出；ジェット機,noun,名詞,,noun:1,45,55.81,False,fallback_noun,1,JHS_Foundation,中1基礎,中1基礎(標準),1,速読英単語 中学版 改訂版,MEDIUM,7,low_confidence(<60) | weak_evidence:fallback_noun,,,,,,noun,名詞,prefill_keep_current_noun_margin1_sources1,auto_prefill,done,keep_current_noun_margin1_sources1,True,1818
BATCH_08,8,WB000630,jewel,jewel,宝石、宝飾品,noun,名詞,,noun:1,45,55.81,False,fallback_noun,1,JHS_Foundation,中1基礎,中1基礎(標準),1,英単語ターゲット1200 改訂版,MEDIUM,7,low_confidence(<60) | weak_evidence:fallback_noun,,,,,,noun,名詞,prefill_keep_current_noun_margin1_sources1,auto_prefill,done,keep_current_noun_margin1_sources1,True,1819
BATCH_08,8,WB000620,jogging,jogging,ジョギング,noun,名詞,,noun:1,45,55.81,False,fallback_noun,1,JHS_Foundation,中1基礎,中1基礎(標準),1,英検 4級 でる順パス単 5訂版,MEDIUM,7,low_confidence(<60) | weak_evidence:fallback_noun,,,,,,noun,名詞,prefill_keep_current_noun_margin1_sources1,auto_prefill,done,keep_current_noun_margin1_sources1,True,1820
BATCH_08,8,WB000672,lettuce,lettuce,レタス,noun,名詞,,noun:1,45,55.81,False,fallback_noun,1,JHS_Foundation,中1基礎,中1基礎(標準),1,速読英単語 中学版 改訂版,MEDIUM,7,low_confidence(<60) | weak_evidence:fallback_noun,,,,,,noun,名詞,prefill_keep_current_noun_margin1_sources1,auto_prefill,done,keep_current_noun_margin1_sources1,True,1821
BATCH_08,8,WB000651,livingroom,livingroom,居間,noun,名詞,,noun:1,45,55.81,False,fallback_noun,1,JHS_Foundation,中1基礎,中1基礎(標準),1,英検 5級 でる順パス単 5訂版,MEDIUM,7,low_confidence(<60) | weak_evidence:fallback_noun,,,,,,noun,名詞,prefill_keep_current_noun_margin1_sources1,auto_prefill,done,keep_current_noun_margin1_sources1,True,1822
BATCH_08,8,WB000715,maple,maple,カエデ,noun,名詞,,noun:1,45,55.81,False,fallback_noun,1,JHS_Foundation,中1基礎,中1基礎(標準),1,速読英単語 中学版 改訂版,MEDIUM,7,low_confidence(<60) | weak_evidence:fallback_noun,,,,,,noun,名詞,prefill_keep_current_noun_margin1_sources1,auto_prefill,done,keep_current_noun_margin1_sources1,True,1823
BATCH_08,8,WB000720,melon,melon,メロン,noun,名詞,,noun:1,45,55.81,False,fallback_noun,1,JHS_Foundation,中1基礎,中1基礎(標準),1,速読英単語 中学版 改訂版,MEDIUM,7,low_confidence(<60) | weak_evidence:fallback_noun,,,,,,noun,名詞,prefill_keep_current_noun_margin1_sources1,auto_prefill,done,keep_current_noun_margin1_sources1,True,1824
BATCH_08,8,WB000675,milk,milk,牛乳,noun,名詞,,noun:1,45,55.81,False,fallback_noun,1,JHS_Foundation,中1基礎,中1基礎(標準),1,英検 5級 でる順パス単 5訂版,MEDIUM,7,low_confidence(<60) | weak_evidence:fallback_noun,,,,,,noun,名詞,prefill_keep_current_noun_margin1_sources1,auto_prefill,done,keep_current_noun_margin1_sources1,True,1825
BATCH_08,8,WB000716,mom,mom,お母さん;ママ（mum）（motherよりもくだけた言い方）,noun,名詞,,noun:1,45,55.81,False,fallback_noun,1,JHS_Foundation,中1基礎,中1基礎(標準),1,速読英単語 中学版 改訂版,MEDIUM,7,low_confidence(<60) | weak_evidence:fallback_noun,,,,,,noun,名詞,prefill_keep_current_noun_margin1_sources1,auto_prefill,done,keep_current_noun_margin1_sources1,True,1826
BATCH_08,8,WB000717,mommy,mommy,ママ；お母さん,noun,名詞,,noun:1,45,55.81,False,fallback_noun,1,JHS_Foundation,中1基礎,中1基礎(標準),1,速読英単語 中学版 改訂版,MEDIUM,7,low_confidence(<60) | weak_evidence:fallback_noun,,,,,,noun,名詞,prefill_keep_current_noun_margin1_sources1,auto_prefill,done,keep_current_noun_margin1_sources1,True,1827
BATCH_08,8,WB000699,my,my,私の,noun,名詞,,noun:1,45,55.81,False,fallback_noun,1,JHS_Foundation,中1基礎,中1基礎(標準),1,英検 5級 でる順パス単 5訂版,MEDIUM,7,low_confidence(<60) | weak_evidence:fallback_noun,,,,,,noun,名詞,prefill_keep_current_noun_margin1_sources1,auto_prefill,done,keep_current_noun_margin1_sources1,True,1828
BATCH_08,8,WB001569,myself,myself,私自身（を、に）,noun,名詞,,noun:1,45,55.81,False,fallback_noun,1,JHS_Foundation,中2標準,中2標準(標準),1,英検 3級 でる順パス単 5訂版,MEDIUM,7,low_confidence(<60) | weak_evidence:fallback_noun,,,,,,noun,名詞,prefill_keep_current_noun_margin1_sources1,auto_prefill,done,keep_current_noun_margin1_sources1,True,1829
BATCH_08,8,WB000736,neck,neck,首,noun,名詞,,noun:1,45,55.81,False,fallback_noun,1,JHS_Foundation,中1基礎,中1基礎(標準),1,速読英単語 中学版 改訂版,MEDIUM,7,low_confidence(<60) | weak_evidence:fallback_noun,,,,,,noun,名詞,prefill_keep_current_noun_margin1_sources1,auto_prefill,done,keep_current_noun_margin1_sources1,True,1830
BATCH_08,8,WB000729,noodle,noodle,麺（めん）類,noun,名詞,,noun:1,45,55.81,False,fallback_noun,1,JHS_Foundation,中1基礎,中1基礎(標準),1,英検 4級 でる順パス単 5訂版,MEDIUM,7,low_confidence(<60) | weak_evidence:fallback_noun,,,,,,noun,名詞,prefill_keep_current_noun_margin1_sources1,auto_prefill,done,keep_current_noun_margin1_sources1,True,1831
BATCH_08,8,WB000737,nose,nose,鼻,noun,名詞,,noun:1,45,55.81,False,fallback_noun,1,JHS_Foundation,中1基礎,中1基礎(標準),1,速読英単語 中学版 改訂版,MEDIUM,7,low_confidence(<60) | weak_evidence:fallback_noun,,,,,,noun,名詞,prefill_keep_current_noun_margin1_sources1,auto_prefill,done,keep_current_noun_margin1_sources1,True,1832
BATCH_08,8,WB000748,off,off,離れて、去って、脱いで,noun,名詞,,noun:1,45,55.81,False,fallback_noun,1,JHS_Foundation,中1基礎,中1基礎(標準),1,英検 4級 でる順パス単 5訂版,MEDIUM,7,low_confidence(<60) | weak_evidence:fallback_noun,,,,,,noun,名詞,prefill_keep_current_noun_margin1_sources1,auto_prefill,done,keep_current_noun_margin1_sources1,True,1833
BATCH_08,8,WB000743,oh,oh,おお；ああ,noun,名詞,,noun:1,45,55.81,False,fallback_noun,1,JHS_Foundation,中1基礎,中1基礎(標準),1,速読英単語 中学版 改訂版,MEDIUM,7,low_confidence(<60) | weak_evidence:fallback_noun,,,,,,noun,名詞,prefill_keep_current_noun_margin1_sources1,auto_prefill,done,keep_current_noun_margin1_sources1,True,1834
BATCH_08,8,WB000744,omelette,omelette,オムレツ（omelet もあり）,noun,名詞,,noun:1,45,55.81,False,fallback_noun,1,JHS_Foundation,中1基礎,中1基礎(標準),1,速読英単語 中学版 改訂版,MEDIUM,7,low_confidence(<60) | weak_evidence:fallback_noun,,,,,,noun,名詞,prefill_keep_current_noun_margin1_sources1,auto_prefill,done,keep_current_noun_margin1_sources1,True,1835
